#t x y z vx vy vz
1.92 146.54 96.64 138.47 167.80 -29.44 70.22
1.92 146.71 96.61 138.54 167.72 -29.49 70.14
1.92 146.88 96.58 138.61 167.64 -29.54 70.07
1.92 147.05 96.55 138.68 167.57 -29.59 70.00
1.92 147.21 96.52 138.75 167.49 -29.64 69.92
1.92 147.38 96.49 138.82 167.41 -29.69 69.85
1.92 147.55 96.46 138.89 167.34 -29.75 69.78
1.92 147.72 96.43 138.96 167.26 -29.80 69.70
1.93 147.88 96.40 139.03 167.18 -29.85 69.63
1.93 148.05 96.37 139.10 167.10 -29.90 69.56
1.93 148.22 96.34 139.16 167.03 -29.95 69.49
1.93 148.38 96.31 139.23 166.95 -30.00 69.41
1.93 148.55 96.28 139.30 166.87 -30.05 69.34
1.93 148.72 96.25 139.37 166.80 -30.10 69.27
1.93 148.88 96.22 139.44 166.72 -30.15 69.20
1.93 149.05 96.19 139.51 166.64 -30.19 69.12
1.93 149.22 96.16 139.58 166.57 -30.24 69.05
1.93 149.38 96.13 139.65 166.49 -30.29 68.98
1.94 149.55 96.10 139.72 166.41 -30.34 68.91
1.94 149.72 96.07 139.79 166.34 -30.39 68.84
1.94 149.88 96.04 139.86 166.26 -30.44 68.77
1.94 150.05 96.01 139.92 166.18 -30.49 68.69
1.94 150.22 95.98 139.99 166.11 -30.54 68.62
1.94 150.38 95.95 140.06 166.03 -30.59 68.55
1.94 150.55 95.92 140.13 165.95 -30.64 68.48
1.94 150.71 95.89 140.20 165.88 -30.69 68.41
1.94 150.88 95.86 140.27 165.80 -30.73 68.34
1.94 151.05 95.83 140.34 165.72 -30.78 68.27
1.95 151.21 95.80 140.40 165.65 -30.83 68.19
1.95 151.38 95.76 140.47 165.57 -30.88 68.12
1.95 151.54 95.73 140.54 165.50 -30.93 68.05
1.95 151.71 95.70 140.61 165.42 -30.98 67.98
1.95 151.87 95.67 140.68 165.34 -31.02 67.91
1.95 152.04 95.64 140.74 165.27 -31.07 67.84
1.95 152.20 95.61 140.81 165.19 -31.12 67.77
1.95 152.37 95.58 140.88 165.12 -31.17 67.70
1.95 152.53 95.55 140.95 165.04 -31.21 67.63
1.95 152.70 95.52 141.01 164.96 -31.26 67.56
1.96 152.86 95.48 141.08 164.89 -31.31 67.49
1.96 153.03 95.45 141.15 164.81 -31.36 67.42
1.96 153.19 95.42 141.22 164.74 -31.40 67.35
1.96 153.36 95.39 141.28 164.66 -31.45 67.28
1.96 153.52 95.36 141.35 164.58 -31.50 67.21
1.96 153.69 95.33 141.42 164.51 -31.55 67.14
1.96 153.85 95.30 141.49 164.43 -31.59 67.07
1.96 154.02 95.26 141.55 164.36 -31.64 67.00
1.96 154.18 95.23 141.62 164.28 -31.69 66.93
1.96 154.34 95.20 141.69 164.21 -31.73 66.86
1.97 154.51 95.17 141.75 164.13 -31.78 66.79
1.97 154.67 95.14 141.82 164.06 -31.83 66.72
1.97 154.84 95.11 141.89 163.98 -31.87 66.65
1.97 155.00 95.07 141.95 163.90 -31.92 66.58
1.97 155.16 95.04 142.02 163.83 -31.96 66.51
1.97 155.33 95.01 142.09 163.75 -32.01 66.44
1.97 155.49 94.98 142.15 163.68 -32.06 66.37
1.97 155.66 94.95 142.22 163.60 -32.10 66.30
1.97 155.82 94.91 142.29 163.53 -32.15 66.24
1.97 155.98 94.88 142.35 163.45 -32.19 66.17
1.98 156.15 94.85 142.42 163.38 -32.24 66.10
1.98 156.31 94.82 142.48 163.30 -32.29 66.03
1.98 156.47 94.78 142.55 163.23 -32.33 65.96
1.98 156.64 94.75 142.62 163.15 -32.38 65.89
1.98 156.80 94.72 142.68 163.08 -32.42 65.82
1.98 156.96 94.69 142.75 163.00 -32.47 65.76
1.98 157.13 94.65 142.81 162.93 -32.51 65.69
1.98 157.29 94.62 142.88 162.85 -32.56 65.62
1.98 157.45 94.59 142.94 162.78 -32.60 65.55
1.98 157.61 94.56 143.01 162.70 -32.65 65.48
1.99 157.78 94.52 143.08 162.63 -32.69 65.41
1.99 157.94 94.49 143.14 162.55 -32.74 65.35
1.99 158.10 94.46 143.21 162.48 -32.78 65.28
1.99 158.26 94.43 143.27 162.40 -32.83 65.21
1.99 158.43 94.39 143.34 162.33 -32.87 65.14
1.99 158.59 94.36 143.40 162.25 -32.91 65.08
1.99 158.75 94.33 143.47 162.18 -32.96 65.01
1.99 158.91 94.29 143.53 162.11 -33.00 64.94
1.99 159.07 94.26 143.60 162.03 -33.05 64.87
1.99 159.24 94.23 143.66 161.96 -33.09 64.81
2.00 159.40 94.20 143.73 161.88 -33.14 64.74
2.00 159.56 94.16 143.79 161.81 -33.18 64.67
2.00 159.72 94.13 143.86 161.73 -33.22 64.60
2.00 159.88 94.10 143.92 161.66 -33.27 64.54
2.00 160.05 94.06 143.98 161.59 -33.31 64.47
2.00 160.21 94.03 144.05 161.51 -33.35 64.40
2.00 160.37 94.00 144.11 161.44 -33.40 64.34
2.00 160.53 93.96 144.18 161.36 -33.44 64.27
2.00 160.69 93.93 144.24 161.29 -33.48 64.20
2.00 160.85 93.90 144.31 161.21 -33.53 64.14
2.01 161.01 93.86 144.37 161.14 -33.57 64.07
2.01 161.18 93.83 144.43 161.07 -33.61 64.00
2.01 161.34 93.79 144.50 160.99 -33.66 63.94
2.01 161.50 93.76 144.56 160.92 -33.70 63.87
2.01 161.66 93.73 144.63 160.84 -33.74 63.80
2.01 161.82 93.69 144.69 160.77 -33.79 63.74
2.01 161.98 93.66 144.75 160.70 -33.83 63.67
2.01 162.14 93.63 144.82 160.62 -33.87 63.61
2.01 162.30 93.59 144.88 160.55 -33.91 63.54
2.01 162.46 93.56 144.94 160.48 -33.96 63.47
2.02 162.62 93.52 145.01 160.40 -34.00 63.41
2.02 162.78 93.49 145.07 160.33 -34.04 63.34
2.02 162.94 93.46 145.13 160.26 -34.08 63.28
2.02 163.10 93.42 145.20 160.18 -34.13 63.21
2.02 163.26 93.39 145.26 160.11 -34.17 63.14
2.02 163.42 93.35 145.32 160.03 -34.21 63.08
2.02 163.58 93.32 145.39 159.96 -34.25 63.01
2.02 163.74 93.28 145.45 159.89 -34.29 62.95
2.02 163.90 93.25 145.51 159.81 -34.33 62.88
2.02 164.06 93.22 145.58 159.74 -34.38 62.82
2.03 164.22 93.18 145.64 159.67 -34.42 62.75
2.03 164.38 93.15 145.70 159.59 -34.46 62.69
2.03 164.54 93.11 145.76 159.52 -34.50 62.62
2.03 164.70 93.08 145.83 159.45 -34.54 62.56
2.03 164.86 93.04 145.89 159.38 -34.58 62.49
2.03 165.02 93.01 145.95 159.30 -34.62 62.43
2.03 165.18 92.97 146.01 159.23 -34.67 62.36
2.03 165.34 92.94 146.08 159.16 -34.71 62.30
2.03 165.50 92.90 146.14 159.08 -34.75 62.23
2.03 165.66 92.87 146.20 159.01 -34.79 62.17
2.04 165.82 92.84 146.26 158.94 -34.83 62.10
2.04 165.97 92.80 146.32 158.86 -34.87 62.04
2.04 166.13 92.77 146.39 158.79 -34.91 61.98
2.04 166.29 92.73 146.45 158.72 -34.95 61.91
2.04 166.45 92.70 146.51 158.65 -34.99 61.85
2.04 166.61 92.66 146.57 158.57 -35.03 61.78
2.04 166.77 92.63 146.63 158.50 -35.07 61.72
2.04 166.93 92.59 146.70 158.43 -35.11 61.65
2.04 167.08 92.56 146.76 158.36 -35.15 61.59
2.04 167.24 92.52 146.82 158.28 -35.19 61.53
2.05 167.40 92.48 146.88 158.21 -35.23 61.46
2.05 167.56 92.45 146.94 158.14 -35.27 61.40
2.05 167.72 92.41 147.00 158.07 -35.31 61.34
2.05 167.88 92.38 147.06 157.99 -35.35 61.27
2.05 168.03 92.34 147.13 157.92 -35.39 61.21
2.05 168.19 92.31 147.19 157.85 -35.43 61.14
2.05 168.35 92.27 147.25 157.78 -35.47 61.08
2.05 168.51 92.24 147.31 157.70 -35.51 61.02
2.05 168.66 92.20 147.37 157.63 -35.55 60.95
2.05 168.82 92.17 147.43 157.56 -35.59 60.89
2.06 168.98 92.13 147.49 157.49 -35.63 60.83
2.06 169.14 92.10 147.55 157.42 -35.67 60.77
2.06 169.29 92.06 147.61 157.34 -35.71 60.70
2.06 169.45 92.02 147.67 157.27 -35.75 60.64
2.06 169.61 91.99 147.73 157.20 -35.79 60.58
2.06 169.77 91.95 147.80 157.13 -35.83 60.51
2.06 169.92 91.92 147.86 157.06 -35.87 60.45
2.06 170.08 91.88 147.92 156.98 -35.90 60.39
2.06 170.24 91.84 147.98 156.91 -35.94 60.33
2.06 170.39 91.81 148.04 156.84 -35.98 60.26
2.07 170.55 91.77 148.10 156.77 -36.02 60.20
2.07 170.71 91.74 148.16 156.70 -36.06 60.14
2.07 170.86 91.70 148.22 156.62 -36.10 60.08
2.07 171.02 91.66 148.28 156.55 -36.14 60.01
2.07 171.18 91.63 148.34 156.48 -36.17 59.95
2.07 171.33 91.59 148.40 156.41 -36.21 59.89
2.07 171.49 91.56 148.46 156.34 -36.25 59.83
2.07 171.65 91.52 148.52 156.27 -36.29 59.76
2.07 171.80 91.48 148.58 156.20 -36.33 59.70
2.07 171.96 91.45 148.64 156.12 -36.37 59.64
2.08 172.11 91.41 148.70 156.05 -36.40 59.58
2.08 172.27 91.37 148.76 155.98 -36.44 59.52
2.08 172.43 91.34 148.82 155.91 -36.48 59.45
2.08 172.58 91.30 148.87 155.84 -36.52 59.39
2.08 172.74 91.26 148.93 155.77 -36.55 59.33
2.08 172.89 91.23 148.99 155.70 -36.59 59.27
2.08 173.05 91.19 149.05 155.62 -36.63 59.21
2.08 173.21 91.15 149.11 155.55 -36.67 59.15
2.08 173.36 91.12 149.17 155.48 -36.70 59.09
2.08 173.52 91.08 149.23 155.41 -36.74 59.02
2.09 173.67 91.04 149.29 155.34 -36.78 58.96
2.09 173.83 91.01 149.35 155.27 -36.82 58.90
2.09 173.98 90.97 149.41 155.20 -36.85 58.84
2.09 174.14 90.93 149.47 155.13 -36.89 58.78
2.09 174.29 90.90 149.52 155.06 -36.93 58.72
2.09 174.45 90.86 149.58 154.99 -36.96 58.66
2.09 174.60 90.82 149.64 154.91 -37.00 58.60
2.09 174.76 90.79 149.70 154.84 -37.04 58.54
2.09 174.91 90.75 149.76 154.77 -37.07 58.48
2.09 175.07 90.71 149.82 154.70 -37.11 58.41
2.10 175.22 90.67 149.88 154.63 -37.15 58.35
2.10 175.38 90.64 149.93 154.56 -37.18 58.29
2.10 175.53 90.60 149.99 154.49 -37.22 58.23
2.10 175.69 90.56 150.05 154.42 -37.26 58.17
2.10 175.84 90.53 150.11 154.35 -37.29 58.11
2.10 175.99 90.49 150.17 154.28 -37.33 58.05
2.10 176.15 90.45 150.22 154.21 -37.37 57.99
2.10 176.30 90.41 150.28 154.14 -37.40 57.93
2.10 176.46 90.38 150.34 154.07 -37.44 57.87
2.10 176.61 90.34 150.40 154.00 -37.47 57.81
2.11 176.76 90.30 150.46 153.93 -37.51 57.75
2.11 176.92 90.26 150.51 153.86 -37.55 57.69
2.11 177.07 90.23 150.57 153.79 -37.58 57.63
2.11 177.23 90.19 150.63 153.72 -37.62 57.57
2.11 177.38 90.15 150.69 153.65 -37.65 57.51
2.11 177.53 90.11 150.74 153.58 -37.69 57.45
2.11 177.69 90.08 150.80 153.51 -37.72 57.39
2.11 177.84 90.04 150.86 153.44 -37.76 57.33
2.11 177.99 90.00 150.92 153.37 -37.80 57.27
2.11 178.15 89.96 150.97 153.30 -37.83 57.21
2.12 178.30 89.92 151.03 153.23 -37.87 57.15
2.12 178.45 89.89 151.09 153.16 -37.90 57.09
2.12 178.61 89.85 151.14 153.09 -37.94 57.04
2.12 178.76 89.81 151.20 153.02 -37.97 56.98
2.12 178.91 89.77 151.26 152.95 -38.01 56.92
2.12 179.07 89.73 151.32 152.88 -38.04 56.86
2.12 179.22 89.70 151.37 152.81 -38.08 56.80
2.12 179.37 89.66 151.43 152.74 -38.11 56.74
2.12 179.52 89.62 151.49 152.67 -38.15 56.68
2.12 179.68 89.58 151.54 152.60 -38.18 56.62
2.13 179.83 89.54 151.60 152.53 -38.22 56.56
2.13 179.98 89.51 151.66 152.46 -38.25 56.50
2.13 180.13 89.47 151.71 152.39 -38.28 56.45
2.13 180.29 89.43 151.77 152.32 -38.32 56.39
2.13 180.44 89.39 151.82 152.25 -38.35 56.33
2.13 180.59 89.35 151.88 152.18 -38.39 56.27
2.13 180.74 89.31 151.94 152.11 -38.42 56.21
2.13 180.89 89.28 151.99 152.04 -38.46 56.15
2.13 181.05 89.24 152.05 151.97 -38.49 56.09
2.13 181.20 89.20 152.11 151.90 -38.53 56.04
2.14 181.35 89.16 152.16 151.83 -38.56 55.98
2.14 181.50 89.12 152.22 151.76 -38.59 55.92
2.14 181.65 89.08 152.27 151.70 -38.63 55.86
2.14 181.81 89.04 152.33 151.63 -38.66 55.80
2.14 181.96 89.01 152.39 151.56 -38.69 55.74
2.14 182.11 88.97 152.44 151.49 -38.73 55.69
2.14 182.26 88.93 152.50 151.42 -38.76 55.63
2.14 182.41 88.89 152.55 151.35 -38.80 55.57
2.14 182.56 88.85 152.61 151.28 -38.83 55.51
2.14 182.71 88.81 152.66 151.21 -38.86 55.46
2.15 182.87 88.77 152.72 151.14 -38.90 55.40
2.15 183.02 88.73 152.77 151.07 -38.93 55.34
2.15 183.17 88.70 152.83 151.01 -38.96 55.28
2.15 183.32 88.66 152.88 150.94 -39.00 55.22
2.15 183.47 88.62 152.94 150.87 -39.03 55.17
2.15 183.62 88.58 152.99 150.80 -39.06 55.11
2.15 183.77 88.54 153.05 150.73 -39.10 55.05
2.15 183.92 88.50 153.10 150.66 -39.13 55.00
2.15 184.07 88.46 153.16 150.59 -39.16 54.94
2.15 184.22 88.42 153.21 150.53 -39.20 54.88
2.16 184.37 88.38 153.27 150.46 -39.23 54.82
2.16 184.52 88.34 153.32 150.39 -39.26 54.77
2.16 184.67 88.30 153.38 150.32 -39.29 54.71
2.16 184.82 88.26 153.43 150.25 -39.33 54.65
2.16 184.97 88.23 153.49 150.18 -39.36 54.60
2.16 185.12 88.19 153.54 150.11 -39.39 54.54
2.16 185.28 88.15 153.60 150.05 -39.42 54.48
2.16 185.43 88.11 153.65 149.98 -39.46 54.42
2.16 185.57 88.07 153.71 149.91 -39.49 54.37
2.16 185.72 88.03 153.76 149.84 -39.52 54.31
2.17 185.87 87.99 153.82 149.77 -39.55 54.25
2.17 186.02 87.95 153.87 149.70 -39.59 54.20
2.17 186.17 87.91 153.92 149.64 -39.62 54.14
2.17 186.32 87.87 153.98 149.57 -39.65 54.09
2.17 186.47 87.83 154.03 149.50 -39.68 54.03
2.17 186.62 87.79 154.09 149.43 -39.71 53.97
2.17 186.77 87.75 154.14 149.36 -39.75 53.92
2.17 186.92 87.71 154.19 149.30 -39.78 53.86
2.17 187.07 87.67 154.25 149.23 -39.81 53.80
2.17 187.22 87.63 154.30 149.16 -39.84 53.75
2.18 187.37 87.59 154.35 149.09 -39.87 53.69
2.18 187.52 87.55 154.41 149.02 -39.91 53.64
2.18 187.67 87.51 154.46 148.96 -39.94 53.58
2.18 187.82 87.47 154.52 148.89 -39.97 53.52
2.18 187.96 87.43 154.57 148.82 -40.00 53.47
2.18 188.11 87.39 154.62 148.75 -40.03 53.41
2.18 188.26 87.35 154.68 148.69 -40.06 53.36
2.18 188.41 87.31 154.73 148.62 -40.09 53.30
2.18 188.56 87.27 154.78 148.55 -40.13 53.25
2.18 188.71 87.23 154.84 148.48 -40.16 53.19
2.19 188.86 87.19 154.89 148.42 -40.19 53.13
2.19 189.00 87.15 154.94 148.35 -40.22 53.08
2.19 189.15 87.11 155.00 148.28 -40.25 53.02
2.19 189.30 87.07 155.05 148.21 -40.28 52.97
2.19 189.45 87.03 155.10 148.15 -40.31 52.91
2.19 189.60 86.99 155.15 148.08 -40.34 52.86
2.19 189.75 86.95 155.21 148.01 -40.37 52.80
2.19 189.89 86.91 155.26 147.94 -40.40 52.75
2.19 190.04 86.87 155.31 147.88 -40.44 52.69
2.19 190.19 86.83 155.36 147.81 -40.47 52.64
2.20 190.34 86.79 155.42 147.74 -40.50 52.58
2.20 190.49 86.75 155.47 147.68 -40.53 52.53
2.20 190.63 86.71 155.52 147.61 -40.56 52.47
2.20 190.78 86.67 155.58 147.54 -40.59 52.42
2.20 190.93 86.63 155.63 147.47 -40.62 52.36
2.20 191.08 86.58 155.68 147.41 -40.65 52.31
2.20 191.22 86.54 155.73 147.34 -40.68 52.25
2.20 191.37 86.50 155.78 147.27 -40.71 52.20
2.20 191.52 86.46 155.84 147.21 -40.74 52.14
2.20 191.66 86.42 155.89 147.14 -40.77 52.09
2.21 191.81 86.38 155.94 147.07 -40.80 52.03
2.21 191.96 86.34 155.99 147.01 -40.83 51.98
2.21 192.11 86.30 156.04 146.94 -40.86 51.93
2.21 192.25 86.26 156.10 146.87 -40.89 51.87
2.21 192.40 86.22 156.15 146.81 -40.92 51.82
2.21 192.55 86.18 156.20 146.74 -40.95 51.76
2.21 192.69 86.14 156.25 146.67 -40.98 51.71
2.21 192.84 86.09 156.30 146.61 -41.01 51.65
2.21 192.99 86.05 156.36 146.54 -41.04 51.60
2.21 193.13 86.01 156.41 146.47 -41.07 51.55
2.22 193.28 85.97 156.46 146.41 -41.10 51.49
2.22 193.43 85.93 156.51 146.34 -41.13 51.44
2.22 193.57 85.89 156.56 146.27 -41.16 51.38
2.22 193.72 85.85 156.61 146.21 -41.19 51.33
2.22 193.86 85.81 156.66 146.14 -41.22 51.28
2.22 194.01 85.77 156.71 146.07 -41.25 51.22
2.22 194.16 85.72 156.77 146.01 -41.28 51.17
2.22 194.30 85.68 156.82 145.94 -41.30 51.12
2.22 194.45 85.64 156.87 145.88 -41.33 51.06
2.22 194.59 85.60 156.92 145.81 -41.36 51.01
2.23 194.74 85.56 156.97 145.74 -41.39 50.95
2.23 194.89 85.52 157.02 145.68 -41.42 50.90
2.23 195.03 85.48 157.07 145.61 -41.45 50.85
2.23 195.18 85.43 157.12 145.54 -41.48 50.79
2.23 195.32 85.39 157.17 145.48 -41.51 50.74
2.23 195.47 85.35 157.22 145.41 -41.54 50.69
2.23 195.61 85.31 157.28 145.35 -41.57 50.63
2.23 195.76 85.27 157.33 145.28 -41.59 50.58
2.23 195.90 85.23 157.38 145.21 -41.62 50.53
2.23 196.05 85.19 157.43 145.15 -41.65 50.48
2.24 196.19 85.14 157.48 145.08 -41.68 50.42
2.24 196.34 85.10 157.53 145.02 -41.71 50.37
2.24 196.48 85.06 157.58 144.95 -41.74 50.32
2.24 196.63 85.02 157.63 144.89 -41.77 50.26
2.24 196.77 84.98 157.68 144.82 -41.79 50.21
2.24 196.92 84.93 157.73 144.75 -41.82 50.16
2.24 197.06 84.89 157.78 144.69 -41.85 50.11
2.24 197.21 84.85 157.83 144.62 -41.88 50.05
2.24 197.35 84.81 157.88 144.56 -41.91 50.00
2.24 197.50 84.77 157.93 144.49 -41.94 49.95
2.25 197.64 84.73 157.98 144.43 -41.96 49.89
2.25 197.79 84.68 158.03 144.36 -41.99 49.84
2.25 197.93 84.64 158.08 144.29 -42.02 49.79
2.25 198.07 84.60 158.13 144.23 -42.05 49.74
2.25 198.22 84.56 158.18 144.16 -42.08 49.69
2.25 198.36 84.52 158.23 144.10 -42.10 49.63
2.25 198.51 84.47 158.28 144.03 -42.13 49.58
2.25 198.65 84.43 158.33 143.97 -42.16 49.53
2.25 198.79 84.39 158.38 143.90 -42.19 49.48
2.25 198.94 84.35 158.43 143.84 -42.21 49.42
2.26 199.08 84.30 158.48 143.77 -42.24 49.37
2.26 199.23 84.26 158.52 143.71 -42.27 49.32
2.26 199.37 84.22 158.57 143.64 -42.30 49.27
2.26 199.51 84.18 158.62 143.58 -42.32 49.22
2.26 199.66 84.14 158.67 143.51 -42.35 49.16
2.26 199.80 84.09 158.72 143.45 -42.38 49.11
2.26 199.94 84.05 158.77 143.38 -42.41 49.06
2.26 200.09 84.01 158.82 143.32 -42.43 49.01
2.26 200.23 83.97 158.87 143.25 -42.46 48.96
2.26 200.37 83.92 158.92 143.19 -42.49 48.91
2.27 200.52 83.88 158.97 143.12 -42.52 48.85
2.27 200.66 83.84 159.02 143.06 -42.54 48.80
2.27 200.80 83.80 159.06 142.99 -42.57 48.75
2.27 200.95 83.75 159.11 142.93 -42.60 48.70
2.27 201.09 83.71 159.16 142.86 -42.62 48.65
2.27 201.23 83.67 159.21 142.80 -42.65 48.60
2.27 201.37 83.63 159.26 142.73 -42.68 48.55
2.27 201.52 83.58 159.31 142.67 -42.70 48.49
2.27 201.66 83.54 159.36 142.60 -42.73 48.44
2.27 201.80 83.50 159.40 142.54 -42.76 48.39
2.28 201.94 83.45 159.45 142.48 -42.78 48.34
2.28 202.09 83.41 159.50 142.41 -42.81 48.29
2.28 202.23 83.37 159.55 142.35 -42.84 48.24
2.28 202.37 83.33 159.60 142.28 -42.86 48.19
2.28 202.51 83.28 159.65 142.22 -42.89 48.14
2.28 202.66 83.24 159.69 142.15 -42.92 48.09
2.28 202.80 83.20 159.74 142.09 -42.94 48.04
2.28 202.94 83.15 159.79 142.02 -42.97 47.98
2.28 203.08 83.11 159.84 141.96 -43.00 47.93
2.28 203.22 83.07 159.89 141.90 -43.02 47.88
2.29 203.37 83.02 159.93 141.83 -43.05 47.83
2.29 203.51 82.98 159.98 141.77 -43.08 47.78
2.29 203.65 82.94 160.03 141.70 -43.10 47.73
2.29 203.79 82.90 160.08 141.64 -43.13 47.68
2.29 203.93 82.85 160.12 141.57 -43.15 47.63
2.29 204.07 82.81 160.17 141.51 -43.18 47.58
2.29 204.22 82.77 160.22 141.45 -43.21 47.53
2.29 204.36 82.72 160.27 141.38 -43.23 47.48
2.29 204.50 82.68 160.31 141.32 -43.26 47.43
2.29 204.64 82.64 160.36 141.25 -43.28 47.38
2.30 204.78 82.59 160.41 141.19 -43.31 47.33
2.30 204.92 82.55 160.46 141.13 -43.34 47.28
2.30 205.06 82.51 160.50 141.06 -43.36 47.23
2.30 205.20 82.46 160.55 141.00 -43.39 47.18
2.30 205.35 82.42 160.60 140.93 -43.41 47.13
2.30 205.49 82.38 160.65 140.87 -43.44 47.08
2.30 205.63 82.33 160.69 140.81 -43.46 47.03
2.30 205.77 82.29 160.74 140.74 -43.49 46.98
2.30 205.91 82.25 160.79 140.68 -43.51 46.93
2.30 206.05 82.20 160.83 140.62 -43.54 46.88
2.31 206.19 82.16 160.88 140.55 -43.56 46.83
2.31 206.33 82.12 160.93 140.49 -43.59 46.78
2.31 206.47 82.07 160.97 140.43 -43.62 46.73
2.31 206.61 82.03 161.02 140.36 -43.64 46.68
2.31 206.75 81.98 161.07 140.30 -43.67 46.63
2.31 206.89 81.94 161.11 140.24 -43.69 46.58
2.31 207.03 81.90 161.16 140.17 -43.72 46.53
2.31 207.17 81.85 161.21 140.11 -43.74 46.48
2.31 207.31 81.81 161.25 140.04 -43.77 46.43
2.31 207.45 81.77 161.30 139.98 -43.79 46.38
2.32 207.59 81.72 161.35 139.92 -43.82 46.33
2.32 207.73 81.68 161.39 139.85 -43.84 46.28
2.32 207.87 81.63 161.44 139.79 -43.87 46.23
2.32 208.01 81.59 161.48 139.73 -43.89 46.19
2.32 208.15 81.55 161.53 139.67 -43.92 46.14
2.32 208.29 81.50 161.58 139.60 -43.94 46.09
2.32 208.43 81.46 161.62 139.54 -43.97 46.04
2.32 208.57 81.41 161.67 139.48 -43.99 45.99
2.32 208.71 81.37 161.71 139.41 -44.01 45.94
2.32 208.85 81.33 161.76 139.35 -44.04 45.89
2.33 208.99 81.28 161.81 139.29 -44.06 45.84
2.33 209.13 81.24 161.85 139.22 -44.09 45.79
2.33 209.27 81.19 161.90 139.16 -44.11 45.74
2.33 209.41 81.15 161.94 139.10 -44.14 45.70
2.33 209.54 81.11 161.99 139.03 -44.16 45.65
2.33 209.68 81.06 162.04 138.97 -44.19 45.60
2.33 209.82 81.02 162.08 138.91 -44.21 45.55
2.33 209.96 80.97 162.13 138.85 -44.23 45.50
2.33 210.10 80.93 162.17 138.78 -44.26 45.45
2.33 210.24 80.88 162.22 138.72 -44.28 45.40
2.34 210.38 80.84 162.26 138.66 -44.31 45.35
2.34 210.52 80.80 162.31 138.60 -44.33 45.31
2.34 210.66 80.75 162.35 138.53 -44.35 45.26
2.34 210.79 80.71 162.40 138.47 -44.38 45.21
2.34 210.93 80.66 162.44 138.41 -44.40 45.16
2.34 211.07 80.62 162.49 138.35 -44.43 45.11
2.34 211.21 80.57 162.53 138.28 -44.45 45.06
2.34 211.35 80.53 162.58 138.22 -44.47 45.02
2.34 211.49 80.49 162.62 138.16 -44.50 44.97
2.34 211.62 80.44 162.67 138.10 -44.52 44.92
2.35 211.76 80.40 162.71 138.03 -44.55 44.87
2.35 211.90 80.35 162.76 137.97 -44.57 44.82
2.35 212.04 80.31 162.80 137.91 -44.59 44.78
2.35 212.18 80.26 162.85 137.85 -44.62 44.73
2.35 212.31 80.22 162.89 137.78 -44.64 44.68
2.35 212.45 80.17 162.94 137.72 -44.66 44.63
2.35 212.59 80.13 162.98 137.66 -44.69 44.58
2.35 212.73 80.08 163.03 137.60 -44.71 44.54
2.35 212.86 80.04 163.07 137.53 -44.73 44.49
2.35 213.00 79.99 163.12 137.47 -44.76 44.44
2.36 213.14 79.95 163.16 137.41 -44.78 44.39
2.36 213.28 79.90 163.20 137.35 -44.80 44.35
2.36 213.41 79.86 163.25 137.29 -44.83 44.30
2.36 213.55 79.82 163.29 137.22 -44.85 44.25
2.36 213.69 79.77 163.34 137.16 -44.87 44.20
2.36 213.83 79.73 163.38 137.10 -44.90 44.16
2.36 213.96 79.68 163.43 137.04 -44.92 44.11
2.36 214.10 79.64 163.47 136.98 -44.94 44.06
2.36 214.24 79.59 163.51 136.91 -44.97 44.01
2.36 214.37 79.55 163.56 136.85 -44.99 43.97
2.37 214.51 79.50 163.60 136.79 -45.01 43.92
2.37 214.65 79.46 163.65 136.73 -45.03 43.87
2.37 214.78 79.41 163.69 136.67 -45.06 43.82
2.37 214.92 79.37 163.73 136.61 -45.08 43.78
2.37 215.06 79.32 163.78 136.54 -45.10 43.73
2.37 215.19 79.28 163.82 136.48 -45.13 43.68
2.37 215.33 79.23 163.86 136.42 -45.15 43.64
2.37 215.47 79.19 163.91 136.36 -45.17 43.59
2.37 215.60 79.14 163.95 136.30 -45.19 43.54
2.37 215.74 79.09 163.99 136.24 -45.22 43.50
2.38 215.87 79.05 164.04 136.17 -45.24 43.45
2.38 216.01 79.00 164.08 136.11 -45.26 43.40
2.38 216.15 78.96 164.13 136.05 -45.28 43.35
2.38 216.28 78.91 164.17 135.99 -45.31 43.31
2.38 216.42 78.87 164.21 135.93 -45.33 43.26
2.38 216.55 78.82 164.25 135.87 -45.35 43.21
2.38 216.69 78.78 164.30 135.81 -45.37 43.17
2.38 216.83 78.73 164.34 135.74 -45.40 43.12
2.38 216.96 78.69 164.38 135.68 -45.42 43.07
2.38 217.10 78.64 164.43 135.62 -45.44 43.03
2.39 217.23 78.60 164.47 135.56 -45.46 42.98
2.39 217.37 78.55 164.51 135.50 -45.48 42.94
2.39 217.50 78.51 164.56 135.44 -45.51 42.89
2.39 217.64 78.46 164.60 135.38 -45.53 42.84
2.39 217.77 78.41 164.64 135.32 -45.55 42.80
2.39 217.91 78.37 164.68 135.25 -45.57 42.75
2.39 218.05 78.32 164.73 135.19 -45.59 42.70
2.39 218.18 78.28 164.77 135.13 -45.62 42.66
2.39 218.32 78.23 164.81 135.07 -45.64 42.61
2.39 218.45 78.19 164.86 135.01 -45.66 42.57
2.40 218.59 78.14 164.90 134.95 -45.68 42.52
2.40 218.72 78.09 164.94 134.89 -45.70 42.47
2.40 218.86 78.05 164.98 134.83 -45.72 42.43
2.40 218.99 78.00 165.03 134.77 -45.75 42.38
