#t x y z vx vy vz
2.60 240.79 69.99 172.55 123.23 -50.17 34.40
2.60 240.91 69.94 172.59 123.18 -50.19 34.36
2.60 241.03 69.89 172.62 123.12 -50.20 34.32
2.60 241.16 69.84 172.65 123.06 -50.22 34.28
2.60 241.28 69.79 172.69 123.01 -50.23 34.24
2.60 241.40 69.74 172.72 122.95 -50.25 34.20
2.60 241.53 69.69 172.76 122.90 -50.27 34.16
2.60 241.65 69.64 172.79 122.84 -50.28 34.12
2.60 241.77 69.59 172.83 122.78 -50.30 34.08
2.60 241.89 69.54 172.86 122.73 -50.31 34.04
2.61 242.02 69.49 172.89 122.67 -50.33 34.00
2.61 242.14 69.44 172.93 122.62 -50.35 33.96
2.61 242.26 69.39 172.96 122.56 -50.36 33.92
2.61 242.38 69.34 173.00 122.50 -50.38 33.88
2.61 242.51 69.29 173.03 122.45 -50.39 33.84
2.61 242.63 69.24 173.06 122.39 -50.41 33.80
2.61 242.75 69.19 173.10 122.34 -50.43 33.76
2.61 242.87 69.14 173.13 122.28 -50.44 33.72
2.61 243.00 69.09 173.16 122.23 -50.46 33.68
2.61 243.12 69.04 173.20 122.17 -50.47 33.64
2.62 243.24 68.98 173.23 122.11 -50.49 33.60
2.62 243.36 68.93 173.26 122.06 -50.51 33.56
2.62 243.48 68.88 173.30 122.00 -50.52 33.52
2.62 243.61 68.83 173.33 121.95 -50.54 33.48
2.62 243.73 68.78 173.37 121.89 -50.55 33.44
2.62 243.85 68.73 173.40 121.84 -50.57 33.40
2.62 243.97 68.68 173.43 121.78 -50.58 33.36
2.62 244.09 68.63 173.47 121.73 -50.60 33.32
2.62 244.22 68.58 173.50 121.67 -50.62 33.28
2.62 244.34 68.53 173.53 121.61 -50.63 33.24
2.63 244.46 68.48 173.57 121.56 -50.65 33.20
2.63 244.58 68.43 173.60 121.50 -50.66 33.16
2.63 244.70 68.38 173.63 121.45 -50.68 33.12
2.63 244.82 68.33 173.66 121.39 -50.69 33.08
2.63 244.94 68.28 173.70 121.34 -50.71 33.04
2.63 245.07 68.23 173.73 121.28 -50.72 33.00
2.63 245.19 68.17 173.76 121.23 -50.74 32.97
2.63 245.31 68.12 173.80 121.17 -50.75 32.93
2.63 245.43 68.07 173.83 121.12 -50.77 32.89
2.63 245.55 68.02 173.86 121.06 -50.79 32.85
2.64 245.67 67.97 173.90 121.01 -50.80 32.81
2.64 245.79 67.92 173.93 120.95 -50.82 32.77
2.64 245.91 67.87 173.96 120.90 -50.83 32.73
2.64 246.03 67.82 173.99 120.84 -50.85 32.69
2.64 246.16 67.77 174.03 120.79 -50.86 32.65
2.64 246.28 67.72 174.06 120.73 -50.88 32.61
2.64 246.40 67.67 174.09 120.68 -50.89 32.57
2.64 246.52 67.62 174.12 120.62 -50.91 32.54
2.64 246.64 67.56 174.16 120.57 -50.92 32.50
2.64 246.76 67.51 174.19 120.51 -50.94 32.46
2.65 246.88 67.46 174.22 120.46 -50.95 32.42
2.65 247.00 67.41 174.25 120.40 -50.97 32.38
2.65 247.12 67.36 174.29 120.35 -50.98 32.34
2.65 247.24 67.31 174.32 120.29 -51.00 32.30
2.65 247.36 67.26 174.35 120.24 -51.01 32.26
2.65 247.48 67.21 174.38 120.18 -51.03 32.22
2.65 247.60 67.16 174.42 120.13 -51.04 32.19
2.65 247.72 67.11 174.45 120.07 -51.06 32.15
2.65 247.84 67.05 174.48 120.02 -51.07 32.11
2.65 247.96 67.00 174.51 119.96 -51.09 32.07
2.66 248.08 66.95 174.54 119.91 -51.10 32.03
2.66 248.20 66.90 174.58 119.85 -51.12 31.99
2.66 248.32 66.85 174.61 119.80 -51.13 31.95
2.66 248.44 66.80 174.64 119.74 -51.15 31.92
2.66 248.56 66.75 174.67 119.69 -51.16 31.88
2.66 248.68 66.70 174.70 119.63 -51.17 31.84
2.66 248.80 66.65 174.74 119.58 -51.19 31.80
2.66 248.92 66.59 174.77 119.52 -51.20 31.76
2.66 249.04 66.54 174.80 119.47 -51.22 31.72
2.66 249.16 66.49 174.83 119.41 -51.23 31.68
2.67 249.28 66.44 174.86 119.36 -51.25 31.65
2.67 249.40 66.39 174.89 119.31 -51.26 31.61
2.67 249.52 66.34 174.93 119.25 -51.28 31.57
2.67 249.64 66.29 174.96 119.20 -51.29 31.53
2.67 249.75 66.24 174.99 119.14 -51.31 31.49
2.67 249.87 66.18 175.02 119.09 -51.32 31.45
2.67 249.99 66.13 175.05 119.03 -51.33 31.42
2.67 250.11 66.08 175.08 118.98 -51.35 31.38
2.67 250.23 66.03 175.11 118.92 -51.36 31.34
2.67 250.35 65.98 175.15 118.87 -51.38 31.30
2.68 250.47 65.93 175.18 118.82 -51.39 31.26
2.68 250.59 65.88 175.21 118.76 -51.41 31.23
2.68 250.71 65.82 175.24 118.71 -51.42 31.19
2.68 250.82 65.77 175.27 118.65 -51.43 31.15
2.68 250.94 65.72 175.30 118.60 -51.45 31.11
2.68 251.06 65.67 175.33 118.54 -51.46 31.07
2.68 251.18 65.62 175.36 118.49 -51.48 31.04
2.68 251.30 65.57 175.39 118.44 -51.49 31.00
2.68 251.42 65.52 175.43 118.38 -51.51 30.96
2.68 251.54 65.46 175.46 118.33 -51.52 30.92
2.69 251.65 65.41 175.49 118.27 -51.53 30.88
2.69 251.77 65.36 175.52 118.22 -51.55 30.85
2.69 251.89 65.31 175.55 118.17 -51.56 30.81
2.69 252.01 65.26 175.58 118.11 -51.58 30.77
2.69 252.13 65.21 175.61 118.06 -51.59 30.73
2.69 252.24 65.16 175.64 118.00 -51.60 30.70
2.69 252.36 65.10 175.67 117.95 -51.62 30.66
2.69 252.48 65.05 175.70 117.90 -51.63 30.62
2.69 252.60 65.00 175.73 117.84 -51.65 30.58
2.69 252.72 64.95 175.76 117.79 -51.66 30.55
2.70 252.83 64.90 175.79 117.73 -51.67 30.51
2.70 252.95 64.85 175.82 117.68 -51.69 30.47
2.70 253.07 64.79 175.86 117.63 -51.70 30.43
2.70 253.19 64.74 175.89 117.57 -51.71 30.40
2.70 253.30 64.69 175.92 117.52 -51.73 30.36
2.70 253.42 64.64 175.95 117.46 -51.74 30.32
2.70 253.54 64.59 175.98 117.41 -51.76 30.28
2.70 253.66 64.54 176.01 117.36 -51.77 30.25
2.70 253.77 64.48 176.04 117.30 -51.78 30.21
2.70 253.89 64.43 176.07 117.25 -51.80 30.17
2.71 254.01 64.38 176.10 117.20 -51.81 30.13
2.71 254.13 64.33 176.13 117.14 -51.82 30.10
2.71 254.24 64.28 176.16 117.09 -51.84 30.06
2.71 254.36 64.22 176.19 117.04 -51.85 30.02
2.71 254.48 64.17 176.22 116.98 -51.86 29.98
2.71 254.59 64.12 176.25 116.93 -51.88 29.95
2.71 254.71 64.07 176.28 116.87 -51.89 29.91
2.71 254.83 64.02 176.31 116.82 -51.90 29.87
2.71 254.94 63.96 176.34 116.77 -51.92 29.84
2.71 255.06 63.91 176.37 116.71 -51.93 29.80
2.72 255.18 63.86 176.40 116.66 -51.94 29.76
2.72 255.29 63.81 176.43 116.61 -51.96 29.73
2.72 255.41 63.76 176.46 116.55 -51.97 29.69
2.72 255.53 63.71 176.49 116.50 -51.98 29.65
2.72 255.64 63.65 176.52 116.45 -52.00 29.61
2.72 255.76 63.60 176.55 116.39 -52.01 29.58
2.72 255.88 63.55 176.57 116.34 -52.02 29.54
2.72 255.99 63.50 176.60 116.29 -52.04 29.50
2.72 256.11 63.44 176.63 116.23 -52.05 29.47
2.72 256.23 63.39 176.66 116.18 -52.06 29.43
2.73 256.34 63.34 176.69 116.13 -52.08 29.39
2.73 256.46 63.29 176.72 116.07 -52.09 29.36
2.73 256.57 63.24 176.75 116.02 -52.10 29.32
2.73 256.69 63.18 176.78 115.97 -52.12 29.28
2.73 256.81 63.13 176.81 115.91 -52.13 29.25
2.73 256.92 63.08 176.84 115.86 -52.14 29.21
2.73 257.04 63.03 176.87 115.81 -52.16 29.17
2.73 257.15 62.98 176.90 115.76 -52.17 29.14
2.73 257.27 62.92 176.93 115.70 -52.18 29.10
2.73 257.38 62.87 176.96 115.65 -52.20 29.06
2.74 257.50 62.82 176.98 115.60 -52.21 29.03
2.74 257.62 62.77 177.01 115.54 -52.22 28.99
2.74 257.73 62.71 177.04 115.49 -52.23 28.95
2.74 257.85 62.66 177.07 115.44 -52.25 28.92
2.74 257.96 62.61 177.10 115.38 -52.26 28.88
2.74 258.08 62.56 177.13 115.33 -52.27 28.84
2.74 258.19 62.51 177.16 115.28 -52.29 28.81
2.74 258.31 62.45 177.19 115.23 -52.30 28.77
2.74 258.42 62.40 177.22 115.17 -52.31 28.74
2.74 258.54 62.35 177.24 115.12 -52.32 28.70
2.75 258.65 62.30 177.27 115.07 -52.34 28.66
2.75 258.77 62.24 177.30 115.01 -52.35 28.63
2.75 258.88 62.19 177.33 114.96 -52.36 28.59
2.75 259.00 62.14 177.36 114.91 -52.37 28.55
2.75 259.11 62.09 177.39 114.86 -52.39 28.52
2.75 259.23 62.03 177.42 114.80 -52.40 28.48
2.75 259.34 61.98 177.44 114.75 -52.41 28.45
2.75 259.46 61.93 177.47 114.70 -52.42 28.41
2.75 259.57 61.88 177.50 114.64 -52.44 28.37
2.75 259.69 61.83 177.53 114.59 -52.45 28.34
2.76 259.80 61.77 177.56 114.54 -52.46 28.30
2.76 259.92 61.72 177.59 114.49 -52.47 28.26
2.76 260.03 61.67 177.61 114.43 -52.49 28.23
2.76 260.14 61.62 177.64 114.38 -52.50 28.19
2.76 260.26 61.56 177.67 114.33 -52.51 28.16
2.76 260.37 61.51 177.70 114.28 -52.52 28.12
2.76 260.49 61.46 177.73 114.22 -52.54 28.09
2.76 260.60 61.41 177.76 114.17 -52.55 28.05
2.76 260.72 61.35 177.78 114.12 -52.56 28.01
2.76 260.83 61.30 177.81 114.07 -52.57 27.98
2.77 260.94 61.25 177.84 114.01 -52.59 27.94
2.77 261.06 61.19 177.87 113.96 -52.60 27.91
2.77 261.17 61.14 177.90 113.91 -52.61 27.87
2.77 261.29 61.09 177.92 113.86 -52.62 27.83
2.77 261.40 61.04 177.95 113.80 -52.64 27.80
2.77 261.51 60.98 177.98 113.75 -52.65 27.76
2.77 261.63 60.93 178.01 113.70 -52.66 27.73
2.77 261.74 60.88 178.03 113.65 -52.67 27.69
2.77 261.85 60.83 178.06 113.60 -52.68 27.66
2.77 261.97 60.77 178.09 113.54 -52.70 27.62
2.78 262.08 60.72 178.12 113.49 -52.71 27.58
2.78 262.20 60.67 178.14 113.44 -52.72 27.55
2.78 262.31 60.62 178.17 113.39 -52.73 27.51
2.78 262.42 60.56 178.20 113.33 -52.74 27.48
2.78 262.54 60.51 178.23 113.28 -52.76 27.44
2.78 262.65 60.46 178.25 113.23 -52.77 27.41
2.78 262.76 60.40 178.28 113.18 -52.78 27.37
2.78 262.87 60.35 178.31 113.13 -52.79 27.34
2.78 262.99 60.30 178.34 113.07 -52.80 27.30
2.78 263.10 60.25 178.36 113.02 -52.82 27.27
2.79 263.21 60.19 178.39 112.97 -52.83 27.23
2.79 263.33 60.14 178.42 112.92 -52.84 27.20
2.79 263.44 60.09 178.45 112.87 -52.85 27.16
2.79 263.55 60.03 178.47 112.81 -52.86 27.12
2.79 263.67 59.98 178.50 112.76 -52.88 27.09
2.79 263.78 59.93 178.53 112.71 -52.89 27.05
2.79 263.89 59.88 178.55 112.66 -52.90 27.02
2.79 264.00 59.82 178.58 112.61 -52.91 26.98
2.79 264.12 59.77 178.61 112.55 -52.92 26.95
2.79 264.23 59.72 178.63 112.50 -52.93 26.91
2.80 264.34 59.66 178.66 112.45 -52.95 26.88
2.80 264.45 59.61 178.69 112.40 -52.96 26.84
2.80 264.57 59.56 178.72 112.35 -52.97 26.81
2.80 264.68 59.51 178.74 112.30 -52.98 26.77
2.80 264.79 59.45 178.77 112.24 -52.99 26.74
2.80 264.90 59.40 178.80 112.19 -53.00 26.70
2.80 265.01 59.35 178.82 112.14 -53.02 26.67
2.80 265.13 59.29 178.85 112.09 -53.03 26.63
2.80 265.24 59.24 178.88 112.04 -53.04 26.60
2.80 265.35 59.19 178.90 111.99 -53.05 26.56
2.81 265.46 59.13 178.93 111.93 -53.06 26.53
2.81 265.57 59.08 178.96 111.88 -53.07 26.49
2.81 265.69 59.03 178.98 111.83 -53.09 26.46
2.81 265.80 58.98 179.01 111.78 -53.10 26.42
2.81 265.91 58.92 179.03 111.73 -53.11 26.39
2.81 266.02 58.87 179.06 111.68 -53.12 26.35
2.81 266.13 58.82 179.09 111.62 -53.13 26.32
2.81 266.25 58.76 179.11 111.57 -53.14 26.29
2.81 266.36 58.71 179.14 111.52 -53.15 26.25
2.81 266.47 58.66 179.17 111.47 -53.17 26.22
2.82 266.58 58.60 179.19 111.42 -53.18 26.18
2.82 266.69 58.55 179.22 111.37 -53.19 26.15
2.82 266.80 58.50 179.24 111.32 -53.20 26.11
2.82 266.91 58.44 179.27 111.26 -53.21 26.08
2.82 267.03 58.39 179.30 111.21 -53.22 26.04
2.82 267.14 58.34 179.32 111.16 -53.23 26.01
2.82 267.25 58.28 179.35 111.11 -53.24 25.97
2.82 267.36 58.23 179.37 111.06 -53.26 25.94
2.82 267.47 58.18 179.40 111.01 -53.27 25.90
2.82 267.58 58.12 179.43 110.96 -53.28 25.87
2.83 267.69 58.07 179.45 110.91 -53.29 25.84
2.83 267.80 58.02 179.48 110.85 -53.30 25.80
2.83 267.91 57.96 179.50 110.80 -53.31 25.77
2.83 268.02 57.91 179.53 110.75 -53.32 25.73
2.83 268.13 57.86 179.56 110.70 -53.33 25.70
2.83 268.25 57.80 179.58 110.65 -53.34 25.66
2.83 268.36 57.75 179.61 110.60 -53.35 25.63
2.83 268.47 57.70 179.63 110.55 -53.37 25.60
2.83 268.58 57.64 179.66 110.50 -53.38 25.56
2.83 268.69 57.59 179.68 110.45 -53.39 25.53
2.84 268.80 57.54 179.71 110.39 -53.40 25.49
2.84 268.91 57.48 179.73 110.34 -53.41 25.46
2.84 269.02 57.43 179.76 110.29 -53.42 25.42
2.84 269.13 57.38 179.79 110.24 -53.43 25.39
2.84 269.24 57.32 179.81 110.19 -53.44 25.36
2.84 269.35 57.27 179.84 110.14 -53.45 25.32
2.84 269.46 57.22 179.86 110.09 -53.46 25.29
2.84 269.57 57.16 179.89 110.04 -53.47 25.25
2.84 269.68 57.11 179.91 109.99 -53.49 25.22
2.84 269.79 57.06 179.94 109.94 -53.50 25.19
2.85 269.90 57.00 179.96 109.88 -53.51 25.15
2.85 270.01 56.95 179.99 109.83 -53.52 25.12
2.85 270.12 56.90 180.01 109.78 -53.53 25.08
2.85 270.23 56.84 180.04 109.73 -53.54 25.05
2.85 270.34 56.79 180.06 109.68 -53.55 25.02
2.85 270.45 56.74 180.09 109.63 -53.56 24.98
2.85 270.56 56.68 180.11 109.58 -53.57 24.95
2.85 270.67 56.63 180.14 109.53 -53.58 24.91
2.85 270.78 56.57 180.16 109.48 -53.59 24.88
2.85 270.89 56.52 180.19 109.43 -53.60 24.85
2.86 271.00 56.47 180.21 109.38 -53.61 24.81
2.86 271.10 56.41 180.24 109.33 -53.62 24.78
2.86 271.21 56.36 180.26 109.28 -53.63 24.75
2.86 271.32 56.31 180.29 109.23 -53.65 24.71
2.86 271.43 56.25 180.31 109.17 -53.66 24.68
2.86 271.54 56.20 180.34 109.12 -53.67 24.64
2.86 271.65 56.15 180.36 109.07 -53.68 24.61
2.86 271.76 56.09 180.38 109.02 -53.69 24.58
2.86 271.87 56.04 180.41 108.97 -53.70 24.54
2.86 271.98 55.98 180.43 108.92 -53.71 24.51
2.87 272.09 55.93 180.46 108.87 -53.72 24.48
2.87 272.20 55.88 180.48 108.82 -53.73 24.44
2.87 272.30 55.82 180.51 108.77 -53.74 24.41
2.87 272.41 55.77 180.53 108.72 -53.75 24.38
2.87 272.52 55.72 180.56 108.67 -53.76 24.34
2.87 272.63 55.66 180.58 108.62 -53.77 24.31
2.87 272.74 55.61 180.60 108.57 -53.78 24.28
2.87 272.85 55.55 180.63 108.52 -53.79 24.24
2.87 272.96 55.50 180.65 108.47 -53.80 24.21
2.87 273.06 55.45 180.68 108.42 -53.81 24.18
2.88 273.17 55.39 180.70 108.37 -53.82 24.14
2.88 273.28 55.34 180.73 108.32 -53.83 24.11
2.88 273.39 55.29 180.75 108.27 -53.84 24.08
2.88 273.50 55.23 180.77 108.22 -53.85 24.04
2.88 273.61 55.18 180.80 108.17 -53.86 24.01
2.88 273.71 55.12 180.82 108.12 -53.87 23.98
2.88 273.82 55.07 180.85 108.07 -53.88 23.94
2.88 273.93 55.02 180.87 108.02 -53.89 23.91
2.88 274.04 54.96 180.89 107.97 -53.90 23.88
2.88 274.15 54.91 180.92 107.92 -53.91 23.84
2.89 274.25 54.85 180.94 107.87 -53.92 23.81
2.89 274.36 54.80 180.96 107.82 -53.93 23.78
2.89 274.47 54.75 180.99 107.77 -53.94 23.74
2.89 274.58 54.69 181.01 107.72 -53.95 23.71
2.89 274.69 54.64 181.04 107.67 -53.96 23.68
2.89 274.79 54.58 181.06 107.62 -53.97 23.64
2.89 274.90 54.53 181.08 107.56 -53.98 23.61
2.89 275.01 54.48 181.11 107.51 -53.99 23.58
2.89 275.12 54.42 181.13 107.47 -54.00 23.55
2.89 275.22 54.37 181.15 107.42 -54.01 23.51
2.90 275.33 54.31 181.18 107.37 -54.02 23.48
2.90 275.44 54.26 181.20 107.32 -54.03 23.45
2.90 275.55 54.21 181.22 107.27 -54.04 23.41
2.90 275.65 54.15 181.25 107.22 -54.05 23.38
2.90 275.76 54.10 181.27 107.17 -54.06 23.35
2.90 275.87 54.04 181.29 107.12 -54.07 23.31
2.90 275.97 53.99 181.32 107.07 -54.08 23.28
2.90 276.08 53.94 181.34 107.02 -54.09 23.25
2.90 276.19 53.88 181.36 106.97 -54.10 23.22
2.90 276.29 53.83 181.39 106.92 -54.11 23.18
2.91 276.40 53.77 181.41 106.87 -54.12 23.15
2.91 276.51 53.72 181.43 106.82 -54.13 23.12
2.91 276.62 53.67 181.46 106.77 -54.14 23.09
2.91 276.72 53.61 181.48 106.72 -54.15 23.05
2.91 276.83 53.56 181.50 106.67 -54.16 23.02
2.91 276.94 53.50 181.53 106.62 -54.17 22.99
2.91 277.04 53.45 181.55 106.57 -54.18 22.96
2.91 277.15 53.39 181.57 106.52 -54.19 22.92
2.91 277.25 53.34 181.59 106.47 -54.20 22.89
2.91 277.36 53.29 181.62 106.42 -54.21 22.86
2.92 277.47 53.23 181.64 106.37 -54.22 22.82
2.92 277.57 53.18 181.66 106.32 -54.22 22.79
2.92 277.68 53.12 181.69 106.27 -54.23 22.76
2.92 277.79 53.07 181.71 106.22 -54.24 22.73
2.92 277.89 53.02 181.73 106.17 -54.25 22.69
2.92 278.00 52.96 181.75 106.12 -54.26 22.66
2.92 278.11 52.91 181.78 106.07 -54.27 22.63
2.92 278.21 52.85 181.80 106.02 -54.28 22.60
2.92 278.32 52.80 181.82 105.97 -54.29 22.57
2.92 278.42 52.74 181.84 105.92 -54.30 22.53
2.93 278.53 52.69 181.87 105.88 -54.31 22.50
2.93 278.63 52.64 181.89 105.83 -54.32 22.47
2.93 278.74 52.58 181.91 105.78 -54.33 22.44
2.93 278.85 52.53 181.93 105.73 -54.34 22.40
2.93 278.95 52.47 181.96 105.68 -54.35 22.37
2.93 279.06 52.42 181.98 105.63 -54.36 22.34
2.93 279.16 52.36 182.00 105.58 -54.37 22.31
2.93 279.27 52.31 182.02 105.53 -54.37 22.27
2.93 279.37 52.25 182.05 105.48 -54.38 22.24
2.93 279.48 52.20 182.07 105.43 -54.39 22.21
2.94 279.59 52.15 182.09 105.38 -54.40 22.18
2.94 279.69 52.09 182.11 105.33 -54.41 22.15
2.94 279.80 52.04 182.13 105.28 -54.42 22.11
2.94 279.90 51.98 182.16 105.23 -54.43 22.08
2.94 280.01 51.93 182.18 105.19 -54.44 22.05
2.94 280.11 51.87 182.20 105.14 -54.45 22.02
2.94 280.22 51.82 182.22 105.09 -54.46 21.99
2.94 280.32 51.76 182.25 105.04 -54.47 21.95
2.94 280.43 51.71 182.27 104.99 -54.47 21.92
2.94 280.53 51.66 182.29 104.94 -54.48 21.89
2.95 280.64 51.60 182.31 104.89 -54.49 21.86
2.95 280.74 51.55 182.33 104.84 -54.50 21.83
2.95 280.85 51.49 182.35 104.79 -54.51 21.79
2.95 280.95 51.44 182.38 104.74 -54.52 21.76
2.95 281.06 51.38 182.40 104.69 -54.53 21.73
2.95 281.16 51.33 182.42 104.65 -54.54 21.70
2.95 281.27 51.27 182.44 104.60 -54.55 21.67
2.95 281.37 51.22 182.46 104.55 -54.56 21.63
2.95 281.47 51.17 182.48 104.50 -54.56 21.60
2.95 281.58 51.11 182.51 104.45 -54.57 21.57
2.96 281.68 51.06 182.53 104.40 -54.58 21.54
2.96 281.79 51.00 182.55 104.35 -54.59 21.51
2.96 281.89 50.95 182.57 104.30 -54.60 21.48
2.96 282.00 50.89 182.59 104.25 -54.61 21.44
2.96 282.10 50.84 182.61 104.21 -54.62 21.41
2.96 282.20 50.78 182.64 104.16 -54.63 21.38
2.96 282.31 50.73 182.66 104.11 -54.64 21.35
2.96 282.41 50.67 182.68 104.06 -54.64 21.32
2.96 282.52 50.62 182.70 104.01 -54.65 21.29
2.96 282.62 50.56 182.72 103.96 -54.66 21.25
2.97 282.72 50.51 182.74 103.91 -54.67 21.22
2.97 282.83 50.46 182.76 103.86 -54.68 21.19
2.97 282.93 50.40 182.78 103.82 -54.69 21.16
2.97 283.04 50.35 182.81 103.77 -54.70 21.13
2.97 283.14 50.29 182.83 103.72 -54.70 21.10
2.97 283.24 50.24 182.85 103.67 -54.71 21.07
2.97 283.35 50.18 182.87 103.62 -54.72 21.03
2.97 283.45 50.13 182.89 103.57 -54.73 21.00
2.97 283.55 50.07 182.91 103.52 -54.74 20.97
2.97 283.66 50.02 182.93 103.48 -54.75 20.94
2.98 283.76 49.96 182.95 103.43 -54.76 20.91
2.98 283.86 49.91 182.97 103.38 -54.76 20.88
2.98 283.97 49.85 182.99 103.33 -54.77 20.85
2.98 284.07 49.80 183.01 103.28 -54.78 20.81
2.98 284.17 49.74 183.04 103.23 -54.79 20.78
2.98 284.28 49.69 183.06 103.18 -54.80 20.75
2.98 284.38 49.63 183.08 103.14 -54.81 20.72
2.98 284.48 49.58 183.10 103.09 -54.82 20.69
2.98 284.59 49.52 183.12 103.04 -54.82 20.66
2.98 284.69 49.47 183.14 102.99 -54.83 20.63
2.99 284.79 49.41 183.16 102.94 -54.84 20.60
2.99 284.90 49.36 183.18 102.89 -54.85 20.56
2.99 285.00 49.30 183.20 102.85 -54.86 20.53
2.99 285.10 49.25 183.22 102.80 -54.87 20.50
2.99 285.20 49.20 183.24 102.75 -54.87 20.47
2.99 285.31 49.14 183.26 102.70 -54.88 20.44
2.99 285.41 49.09 183.28 102.65 -54.89 20.41
2.99 285.51 49.03 183.30 102.60 -54.90 20.38
2.99 285.62 48.98 183.32 102.56 -54.91 20.35
2.99 285.72 48.92 183.34 102.51 -54.92 20.32
3.00 285.82 48.87 183.36 102.46 -54.92 20.29
3.00 285.92 48.81 183.38 102.41 -54.93 20.25
3.00 286.02 48.76 183.40 102.36 -54.94 20.22
3.00 286.13 48.70 183.42 102.31 -54.95 20.19
3.00 286.23 48.65 183.45 102.27 -54.96 20.16
3.00 286.33 48.59 183.47 102.22 -54.97 20.13
3.00 286.43 48.54 183.49 102.17 -54.97 20.10
3.00 286.54 48.48 183.51 102.12 -54.98 20.07
3.00 286.64 48.43 183.53 102.07 -54.99 20.04
3.00 286.74 48.37 183.55 102.03 -55.00 20.01
3.01 286.84 48.32 183.57 101.98 -55.01 19.98
3.01 286.94 48.26 183.59 101.93 -55.01 19.95
3.01 287.05 48.21 183.61 101.88 -55.02 19.91
3.01 287.15 48.15 183.63 101.83 -55.03 19.88
3.01 287.25 48.10 183.65 101.79 -55.04 19.85
3.01 287.35 48.04 183.67 101.74 -55.05 19.82
3.01 287.45 47.99 183.68 101.69 -55.05 19.79
3.01 287.56 47.93 183.70 101.64 -55.06 19.76
3.01 287.66 47.88 183.72 101.59 -55.07 19.73
3.01 287.76 47.82 183.74 101.55 -55.08 19.70
3.02 287.86 47.77 183.76 101.50 -55.09 19.67
3.02 287.96 47.71 183.78 101.45 -55.09 19.64
3.02 288.06 47.66 183.80 101.40 -55.10 19.61
3.02 288.16 47.60 183.82 101.35 -55.11 19.58
3.02 288.27 47.55 183.84 101.31 -55.12 19.55
3.02 288.37 47.49 183.86 101.26 -55.13 19.52
3.02 288.47 47.44 183.88 101.21 -55.13 19.49
3.02 288.57 47.38 183.90 101.16 -55.14 19.45
3.02 288.67 47.32 183.92 101.12 -55.15 19.42
3.02 288.77 47.27 183.94 101.07 -55.16 19.39
3.03 288.87 47.21 183.96 101.02 -55.16 19.36
3.03 288.97 47.16 183.98 100.97 -55.17 19.33
3.03 289.07 47.10 184.00 100.93 -55.18 19.30
3.03 289.18 47.05 184.02 100.88 -55.19 19.27
3.03 289.28 46.99 184.04 100.83 -55.20 19.24
3.03 289.38 46.94 184.06 100.78 -55.20 19.21
3.03 289.48 46.88 184.07 100.73 -55.21 19.18
3.03 289.58 46.83 184.09 100.69 -55.22 19.15
3.03 289.68 46.77 184.11 100.64 -55.23 19.12
3.03 289.78 46.72 184.13 100.59 -55.23 19.09
3.04 289.88 46.66 184.15 100.54 -55.24 19.06
3.04 289.98 46.61 184.17 100.50 -55.25 19.03
3.04 290.08 46.55 184.19 100.45 -55.26 19.00
3.04 290.18 46.50 184.21 100.40 -55.27 18.97
3.04 290.28 46.44 184.23 100.35 -55.27 18.94
3.04 290.38 46.39 184.25 100.31 -55.28 18.91
3.04 290.48 46.33 184.26 100.26 -55.29 18.88
3.04 290.58 46.28 184.28 100.21 -55.30 18.85
3.04 290.68 46.22 184.30 100.16 -55.30 18.82
3.04 290.78 46.16 184.32 100.12 -55.31 18.79
3.05 290.88 46.11 184.34 100.07 -55.32 18.76
3.05 290.98 46.05 184.36 100.02 -55.33 18.73
3.05 291.08 46.00 184.38 99.97 -55.33 18.70
3.05 291.18 45.94 184.40 99.93 -55.34 18.67
3.05 291.28 45.89 184.41 99.88 -55.35 18.64
3.05 291.38 45.83 184.43 99.83 -55.36 18.61
3.05 291.48 45.78 184.45 99.79 -55.36 18.58
3.05 291.58 45.72 184.47 99.74 -55.37 18.55
3.05 291.68 45.67 184.49 99.69 -55.38 18.52
3.05 291.78 45.61 184.51 99.64 -55.39 18.49
3.06 291.88 45.56 184.53 99.60 -55.39 18.46
3.06 291.98 45.50 184.54 99.55 -55.40 18.43
3.06 292.08 45.45 184.56 99.50 -55.41 18.40
3.06 292.18 45.39 184.58 99.45 -55.41 18.37
3.06 292.28 45.33 184.60 99.41 -55.42 18.34
3.06 292.38 45.28 184.62 99.36 -55.43 18.31
3.06 292.48 45.22 184.64 99.31 -55.44 18.28
3.06 292.58 45.17 184.65 99.27 -55.44 18.25
3.06 292.68 45.11 184.67 99.22 -55.45 18.22
3.06 292.78 45.06 184.69 99.17 -55.46 18.19
3.07 292.88 45.00 184.71 99.12 -55.47 18.16
3.07 292.97 44.95 184.73 99.08 -55.47 18.13
3.07 293.07 44.89 184.75 99.03 -55.48 18.10
3.07 293.17 44.84 184.76 98.98 -55.49 18.07
3.07 293.27 44.78 184.78 98.94 -55.49 18.04
3.07 293.37 44.72 184.80 98.89 -55.50 18.01
3.07 293.47 44.67 184.82 98.84 -55.51 17.98
3.07 293.57 44.61 184.84 98.80 -55.52 17.95
3.07 293.67 44.56 184.85 98.75 -55.52 17.92
3.07 293.77 44.50 184.87 98.70 -55.53 17.89
3.08 293.86 44.45 184.89 98.65 -55.54 17.86
3.08 293.96 44.39 184.91 98.61 -55.54 17.83
